ticker,LatestQuarter,AssetType,Name,CIK,Exchange,Currency,Country,Sector,Industry,FiscalYearEnd,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Block
MBTCU,2022-03-31,Common Stock,Nocturne Acquisition Corp Unit,1837344.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,124500000.0,,,,0.337,0.0,0.0,-0.061,0.0,0.0,0.0,-0.0077,0.0,0.0,0.0,-0.061,0.0,0.0,,-,-,-,-,-,-,,11.2,9.52,10.37,10.36,0.0,,,5.0
FSV,2022-03-31,Common Stock,FirstService Corp,1637810.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,December,5682631000.0,312139000.0,44.77,2.17,18.61,0.75,0.0063,2.8680000000000003,76.76,0.0378,0.0624,0.0564,0.157,3372578000.0,1046232000.0,2.8680000000000003,-0.361,0.174,160.0,44.77,25.91,1.685,6.46,1.769,18.61,0.974,202.31,115.33,129.19,164.34,44192500.0,2022-07-07,2022-06-29,
POWWP,2021-12-31,Preferred Stock,Ammo Inc Preferred,1015383.0,NASDAQ,USD,USA,MANUFACTURING,"WOMEN'S, MISSES', AND JUNIORS OUTERWEAR",March,,48003800.0,89.9,,3.215,0.0,0.0847,0.288,1.767,0.177,0.186,0.0887,0.156,182461000.0,11386700.0,0.288,0.0,2.937,,89.9,-,-,-,-,-,-0.198,28.35,23.95,27.01,27.28,0.0,2022-06-15,2022-05-27,5.0
WFRD,2022-03-31,Common Stock,Weatherford International PLC,1603923.0,NASDAQ,USD,USA,TECHNOLOGY,OIL & GAS FIELD MACHINERY & EQUIPMENT,December,2574079000.0,600000000.0,,,5.66,0.0,0.0,-5.91,53.59,-0.11,0.0491,0.0231,-0.63,3751000000.0,922000000.0,-5.91,0.0,0.127,59.0,-,-,0.686,5.3,1.032,11.0,2.7310000000000003,40.16,13.82,33.4,28.62,70523000.0,,,
CLNNW,2022-03-31,Common Stock,Clene Inc,1822791.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,646978000.0,,,,,,,,0.001,0.0,-105.13,0.0,0.0,177000.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,3.2,0.105,0.0,0.0,0.0,,,5.0
DSWL,2021-09-30,Common Stock,Deswell Industries Inc,946936.0,NASDAQ,USD,USA,MANUFACTURING,"PLASTICS PRODUCTS, NEC",March,49558500.0,5299000.0,4.58,0.0,5.55,0.2,0.0643,0.679,4.836,0.143,0.0462,0.0206,0.13,76978000.0,13166000.0,0.679,1.804,0.4370000000000001,7.75,4.58,-,0.644,0.591,0.0774,1.285,0.4029999999999999,5.41,3.06,3.4810000000000003,3.875,15935200.0,2021-12-22,2021-12-03,
XFINU,2022-03-31,Common Stock,ExcelFin Acquisition Corp Unit,1852749.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,11.03,9.99,10.03,10.07,0.0,,,5.0
JRSH,2021-12-31,Common Stock,Jerash Holdings US Inc,1696558.0,NASDAQ,USD,USA,MANUFACTURING,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,March,81036000.0,13264000.0,8.71,,5.65,0.2,0.0303,0.754,11.77,0.0641,0.0835,0.0917,0.138,136171000.0,15999400.0,0.754,14.61,0.782,11.33,8.71,-,0.595,1.046,0.3,2.863,0.6729999999999999,8.99,5.26,6.09,6.75,12334300.0,2022-06-03,2022-05-26,
APOG,2022-02-28,Common Stock,Apogee Enterprises Inc,6845.0,NASDAQ,USD,USA,MANUFACTURING,"GLASS PRODUCTS, MADE OF PURCHASED GLASS",February,963546000.0,149411000.0,310.07,1.57,16.29,0.82,0.0205,0.14,52.73,0.0027,0.0757,0.0653,0.0079,1313977000.0,302361000.0,0.14,-0.69,0.063,49.0,310.07,12.82,0.733,2.393,0.839,16.29,1.127,49.97,33.38,44.05,44.21,22196400.0,2022-05-25,2022-05-09,
RDFN,2022-03-31,Common Stock,Redfin Corp,1382821.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),December,1106036000.0,30052000.0,,0.0,2.202,0.0,0.0,-1.618,21.35,-0.0731,-0.0653,-0.0499,-0.5,2251792000.0,403820000.0,-1.618,3.286,1.226,14.96,-,-,0.491,4.744,0.85,251.54,1.994,65.41,8.64,12.73,32.24,107174000.0,,,
IP,2022-03-31,Common Stock,International Paper,51434.0,NYSE,USD,USA,MANUFACTURING,PAPER MILLS,December,17523339000.0,2830000000.0,10.43,1.141,23.98,1.95,0.0386,4.535,51.97,0.0881,0.0847,0.0374,0.146,20007000000.0,5531000000.0,4.535,0.069,0.14,51.92,10.43,10.59,0.876,1.994,1.22,9.39,0.877,58.28,40.06,47.46,48.65,370629000.0,2022-06-15,2022-05-26,
HIL,2022-03-31,Common Stock,Hill International Inc,1287808.0,NYSE,USD,USA,TRADE & SERVICES,SERVICES-ENGINEERING SERVICES,December,90303000.0,15199000.0,,2.22,1.76,0.0,0.0,-0.037,5.48,-0.0068,0.0409,0.0288,-0.0191,314115000.0,51333000.0,-0.037,-0.4639999999999999,0.125,7.0,-,-,0.287,0.834,0.367,11.24,1.864,2.6,1.18,1.422,1.887,57154000.0,,,
VPG,2022-03-31,Common Stock,Vishay Precision Group Inc,1487952.0,NYSE,USD,USA,MANUFACTURING,ELECTRONIC COMPONENTS & ACCESSORIES,December,411091000.0,49946000.0,19.07,1.63,20.66,0.0,0.0,1.58,24.58,0.0645,0.105,0.0515,0.0818,334995000.0,127851000.0,1.58,0.278,0.242,44.5,19.07,-,1.227,1.408,1.217,9.23,1.359,39.71,28.32,31.22,33.72,12621100.0,,,
BLDR,2022-03-31,Common Stock,Builders FirstSource Inc,1316835.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,December,11259030000.0,3515946000.0,5.83,0.81,29.04,0.0,0.0,11.17,110.05,0.102,0.14,0.175,0.433,21401213000.0,5850956000.0,11.17,3.289,0.361,97.21,5.83,6.12,0.526,2.119,0.675,4.097,2.132,86.48,39.24,63.8,66.41,172764000.0,,,
CHEKZ,2021-12-31,Common Stock,Check-Cap Ltd - Warrants - Series C (03/05/2023),1610590.0,NASDAQ,USD,USA,LIFE SCIENCES,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,December,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.26,0.0556,0.0,0.0,0.0,,,5.0
REE,2022-03-31,Common Stock,Ree Automotive Holding Inc,1843588.0,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,December,357667000.0,,,,0.996,0.0,0.0,-1.987,0.0,0.0,0.0,-2.066,-3.722,0.0,-989000.0,-1.987,0.0,-1.0,5.25,-,-,73432.64,1.55,27789.59,-,,11.66,1.25,1.807,3.64,238445000.0,,,
ZD,2022-03-31,Common Stock,Ziff Davis Inc,1084048.0,NASDAQ,USD,USA,TECHNOLOGY,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,December,3676822000.0,456924000.0,8.61,0.84,39.73,0.0,0.0,9.03,30.5,0.312,0.151,0.0363,0.247,1420133000.0,1228669000.0,9.03,-0.6940000000000001,0.011,119.17,8.61,11.81,2.589,1.996,2.855,5.89,1.0,147.35,71.98,86.83,106.01,47296400.0,2019-06-04,2019-05-17,
LJAQ,2022-03-31,Common Stock,Lightjump Acquisition Corp,1825437.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,173179000.0,,,,0.288,0.0,0.0,-0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053,-0.8079999999999999,0.0,,-,-,-,1.282,-,-,,9.98,9.65,9.95,9.88,17370000.0,,,
KMB,2022-03-31,Common Stock,Kimberly-Clark Corporation,55785.0,NYSE,USD,USA,MANUFACTURING,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),December,42944590000.0,3440000000.0,24.61,2.878,2.092,4.58,0.0355,5.18,58.73,0.0886,0.136,0.0938,2.231,19791999000.0,6142000000.0,5.18,-0.099,0.074,132.69,24.61,22.37,2.17,61.67,2.63,16.41,0.3779999999999999,143.25,116.28,132.32,133.56,336926000.0,2022-07-05,2022-06-09,
CTO,2022-03-31,Common Stock,CTO Realty Growth Inc,23795.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,398087000.0,38694000.0,20.66,0.0,71.61,4.08,0.0685,3.193,12.33,0.307,0.221,0.0141,0.057,72770000.0,47842000.0,3.193,-0.992,0.17,71.6,20.66,107.53,5.47,0.861,8.53,12.64,0.5539999999999999,66.24,48.46,64.12,59.33,6034400.0,2022-06-30,2022-06-08,
GOVX,2022-03-31,Common Stock,GeoVax Labs Inc,832489.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,18704500.0,-2643480.0,,0.0,1.202,0.0,0.0,-2.97,0.054,0.0,-54.99,-0.6459999999999999,-1.214,356610.0,-15168670.0,-2.97,0.0,-0.262,6.0,-,-,52.45,1.157,7.65,0.384,1.7919999999999998,7.5,0.5489999999999999,1.171,2.863,10567500.0,2020-09-25,,
STC,2022-03-31,Common Stock,Stewart Information Services Corp,94344.0,NYSE,USD,USA,FINANCE,TITLE INSURANCE,December,1439736000.0,492160000.0,4.447,3.04,48.58,1.41,0.0274,11.98,129.11,0.0942,0.129,0.1169999999999999,0.291,3470122000.0,1879118000.0,11.98,0.05,0.239,78.67,4.447,-,0.415,1.164,0.499,-,1.146,80.54,49.18,55.59,66.37,27017000.0,2022-06-30,2022-06-14,
HTGM,2022-03-31,Common Stock,HTG Molecular Diagnostics Inc,1169987.0,NASDAQ,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,December,4808200.0,-15601510.0,,0.0,1.3130000000000002,0.0,0.0,-2.53,1.165,-2.171,-2.232,-0.371,-1.337,8656100.0,-1097078.0,-2.53,0.0,-0.175,9.5,-,-,0.555,0.472,0.043,0.398,2.02,6.98,0.49,0.87,3.407,8586100.0,2020-11-23,,
DMYD-U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSKYW,2022-03-31,Common Stock,Big Sky Growth Partners Inc. Warrant,1846804.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,2.0,0.22,0.0,0.0,0.0,,,5.0
UGP,2022-03-31,Common Stock,Ultrapar Participacoes SA ADR,1094972.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,NATURAL GAS DISTRIBUTION,December,2942785000.0,2174577000.0,11.98,2.13,9.66,0.37,0.0559,0.222,109.24,0.0098,0.0119,0.0237,0.0711,119206380000.0,4904876000.0,0.222,2.412,0.43,3.35,11.98,19.68,0.0247,1.442,0.049,2.067,1.057,3.97,2.094,2.8310000000000004,2.696,1088650000.0,2022-08-22,2022-05-24,
VCKAU,2022-03-31,Common Stock,Vickers Vantage Corp I,1820190.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,171120000.0,,,,0.006,0.0,0.0,-0.078,0.0,0.0,0.0,-0.0052,0.0,0.0,0.0,-0.078,0.0,0.0,,-,-,-,-,-,-,,10.94,9.79,10.27,10.27,0.0,,,5.0
AUDC,2022-03-31,Common Stock,AudioCodes Ltd,1086434.0,NASDAQ,USD,USA,MANUFACTURING,TELEPHONE & TELEGRAPH APPARATUS,December,766001000.0,40068000.0,24.78,0.83,5.82,0.35,0.0151,0.969,7.88,0.126,0.146,0.0699,0.165,256439000.0,170891000.0,0.969,-0.103,0.128,34.6,24.78,-,2.987,3.619,2.675,16.8,0.642,37.11,19.62,23.4,29.91,31903400.0,2022-03-01,2022-02-14,
ESBA,2022-03-31,Common Stock,Empire State Realty OP LP ES,1553079.0,NYSE ARCA,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,2059561000.0,269815000.0,,0.0,5.76,0.14,0.0191,-0.114,2.267,-0.0431,0.119,0.0111,-0.016,626710000.0,328379000.0,-0.114,-0.3329999999999999,0.131,,-,-,3.286,1.267,6.22,13.66,1.03,12.55,7.15,8.33,9.33,21924300.0,2022-06-30,2022-03-14,
EQX,2022-03-31,Common Stock,Equinox Gold Corp,1756607.0,NYSE MKT,USD,USA,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,December,1821006000.0,317192000.0,4.016,,8.34,0.0,0.0,1.494,3.588,0.451,0.123,0.025,0.24,1075745000.0,414308000.0,1.494,0.5660000000000001,-0.0279999999999999,9.78,4.016,17.12,1.693,0.7,1.837,2.856,0.363,9.18,5.25,6.93,7.07,303501000.0,2019-08-20,,
SHPW,2022-03-31,Common Stock,Shapeways Holdings Inc.,1784851.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,77338000.0,,,,1.673,0.0,0.0,-0.496,0.715,-0.123,-0.389,-0.15,-0.0976,32404000.0,15950000.0,-0.496,0.0,-0.139,2.9,-,-,2.387,0.941,0.395,1.067,0.7020000000000001,12.81,1.37,1.982,4.592,48948300.0,,,
XNCR,2022-03-31,Common Stock,Xencor Inc,1326732.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,1299821000.0,94870000.0,12.27,0.0,12.82,0.0,0.0,1.779,5.56,0.3329999999999999,0.266,0.07,0.162,326641000.0,82604000.0,1.779,0.0,1.517,50.0,12.27,-,3.979,1.838,3.207,11.15,0.7959999999999999,43.61,20.8,25.19,32.55,59543000.0,,,
WWE,2022-03-31,Common Stock,World Wrestling Entertainment Inc,1091907.0,NYSE,USD,USA,TRADE & SERVICES,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,December,4917935000.0,353670000.0,27.7,2.22,5.46,0.48,0.0072,2.388,15.4,0.174,0.254,0.152,0.531,1165098000.0,487853000.0,2.388,0.514,0.265,63.0,27.7,25.25,4.221,11.16,4.046,12.29,1.229,68.72,46.49,61.58,56.2,43246100.0,2022-06-27,2022-06-14,
TTI,2022-03-31,Common Stock,Tetra Technologies Inc,844965.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,711306000.0,35349000.0,309.44,0.2,0.846,0.0,0.0,0.018,3.4760000000000004,0.0053,0.0071,0.0048,0.0274,440985000.0,93320000.0,0.018,-0.93,0.682,5.5,309.44,-,1.613,5.12,1.619,13.34,2.845,5.82,2.32,4.357,3.42,127703000.0,,,
FAT,2022-03-31,Common Stock,FAT Brands Inc,1705012.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,December,115340000.0,21463000.0,,,0.4529999999999999,0.52,0.0743,-3.357,13.3,-0.252,0.0321,0.0062,-1.5719999999999998,209635000.0,56666000.0,-3.357,112.06,13.65,22.5,-,-,0.55,12.81,5.16,105.2,2.153,13.61,5.35,6.4,9.06,15131600.0,2022-06-01,2022-05-13,
MSBI,2022-03-31,Common Stock,Midland States Bancorp Inc,1466026.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,556891000.0,,6.86,2.2,29.26,1.13,0.0453,3.68,12.77,0.292,0.4320000000000001,0.0118,0.131,286286000.0,281713000.0,3.68,0.136,0.071,30.25,6.86,-,1.945,0.866,-,-,0.868,30.14,21.79,26.76,26.46,22055100.0,2022-05-23,2022-05-12,
LOKM,2022-03-31,Common Stock,Live Oak Mobility Acquisition Corp,1841585.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,308976000.0,,36.32,,0.158,0.0,0.0,0.2689999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2689999999999999,0.0,0.0,,36.32,-,-,1.326,-,-,,9.87,9.56,9.79,9.76,25300000.0,,,
WEAV,2022-03-31,Common Stock,Weave Communications Inc,1609151.0,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,343477000.0,,,,1.58,0.0,0.0,-1.716,3.656,-0.4579999999999999,-0.447,-0.225,-0.805,123475000.0,66499000.0,-1.716,0.0,0.296,11.14,-,-,2.782,3.167,2.212,-,,22.4,4.08,5.18,9.59,64930000.0,,,
BOSC,2022-03-31,Common Stock,BOS Better Online Solutions,1005516.0,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,December,13680200.0,1052000.0,21.89,0.0,2.797,0.0,0.0,0.119,7.08,0.0173,0.0218,0.0198,0.045,37095000.0,6586000.0,0.119,1.99,0.472,,21.89,-,0.369,0.769,0.347,13.39,0.941,5.12,1.82,2.385,2.907,5251500.0,,,
PCVX,2022-03-31,Common Stock,Vaxcyte Inc,1649094.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,1205346000.0,,,,6.36,0.0,0.0,-2.202,0.0,0.0,0.0,-0.191,-0.3429999999999999,0.0,0.0,-2.202,0.0,0.0,48.5,-,-,-,3.897,-,-,,27.44,16.78,24.22,23.39,58314000.0,,,
DLPN,2022-03-31,Common Stock,Dolphin Entertainment Inc,1282224.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-PERSONAL SERVICES,December,34492900.0,413530.0,,,2.859,0.0,0.0,-0.85,4.692,-0.181,-0.0418,-0.0183,-0.303,35727200.0,32143400.0,-0.85,0.0,0.569,12.0,-,-,0.966,1.253,1.044,34.35,2.164,15.25,3.2,3.992,7.5,9101000.0,2020-11-27,,
SRG,2022-03-31,Common Stock,Seritage Growth Properties,1628063.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,December,454746000.0,14204000.0,,0.0,14.54,0.0,0.0,-1.785,2.435,-0.687,-0.593,-0.0158,-0.115,105767000.0,27194000.0,-1.785,0.0,-0.0559999999999999,16.0,-,-,4.3,0.526,14.96,29.0,2.135,19.47,7.45,10.06,12.52,43677400.0,2019-04-11,2019-03-28,
CVE-WS,0000-00-00,Common Stock,CVE-WS,1475260.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,16.77,9.23,0.0,0.0,0.0,,,1.0
MLP,2022-03-31,Common Stock,Maui Land & Pineapple Company Inc,63330.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,December,204735000.0,1776000.0,,0.0,1.216,0.0,0.0,-0.16,0.652,-0.246,-0.233,-0.047,-0.139,12632000.0,6843000.0,-0.16,0.0,0.092,,-,-,16.21,9.0,16.87,108.15,0.65,12.36,9.24,11.16,10.54,19517200.0,,2000-03-08,
SILK,2022-03-31,Common Stock,Silk Road Medical Inc,1397702.0,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,December,1325293000.0,-24408000.0,,,1.93,0.0,0.0,-1.6030000000000002,3.087,-0.519,-0.496,-0.213,-0.6609999999999999,107443000.0,76029000.0,-1.6030000000000002,0.0,0.271,48.0,-,-,12.33,14.96,9.02,-,1.591,67.49,27.21,36.67,43.32,35116400.0,,,
XPRO,2022-03-31,Common Stock,Expro Group Holdings NV,1575828.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,"OIL & GAS FIELD SERVICES, NEC",December,1542943000.0,69874000.0,,,11.81,0.0,0.0,-1.361,10.54,-0.129,-0.0645,-0.0269,-0.13,949944000.0,124597000.0,-1.361,0.0,0.795,18.7,-,31.06,1.624,1.106,1.39,19.54,,21.54,11.35,15.29,16.12,109584000.0,2017-09-15,,
GBRGU,2022-03-31,Common Stock,Goldenbridge Acquisition Ltd,1822792.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,64859000.0,,,,0.6609999999999999,0.0,0.0,-0.168,0.0,0.0,0.0,-0.0182,-1.615,0.0,0.0,-0.168,0.0,0.0,,-,-,-,-,-,-,,10.8,10.0,10.25,10.4,0.0,,,5.0
HWKZ-U,0000-00-00,Common Stock,HWKZ-U,1841144.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
AXP,2022-03-31,Common Stock,American Express Company,4962.0,NYSE,USD,USA,FINANCE,FINANCE SERVICES,December,124977840000.0,,16.6,1.293,29.65,1.81,0.0125,10.0,58.96,0.173,0.2239999999999999,0.0407,0.3379999999999999,45828002000.0,30799000000.0,10.0,-0.004,0.208,197.24,16.6,15.77,2.727,5.18,-,-,1.079,198.99,149.09,172.66,173.14,753060000.0,2022-08-10,2022-06-30,
CNHI,2022-03-31,Common Stock,CNH Industrial NV,1567094.0,NYSE,USD,USA,TECHNOLOGY,CONSTRUCTION MACHINERY & EQUIP,December,25539768000.0,3387800000.0,12.23,0.597,4.136,0.318,0.0199,1.21,25.09,0.0485,0.074,0.0378,0.31,33977000000.0,6121000000.0,1.21,-0.2,0.134,16.83,12.23,10.62,0.752,4.513,1.283,11.68,1.73,18.94,12.7,14.85,16.16,1354580000.0,2022-05-04,2022-04-19,
SEV,2021-12-31,Common Stock,Sono Group N.V. Common Shares,1840416.0,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,December,285835000.0,,,,1.134,0.0,0.0,-1.147,0.0,0.0,-3574.31,-0.356,-1.631,16000.0,-42000.0,-1.147,0.0,0.0,12.04,-,-,17864.71,2.86,6883.72,-,,47.49,2.7,4.218999999999999,7.35,80578000.0,,,
VSSYW,2022-03-31,Common Stock,Versus Systems Inc,1701963.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,69310000.0,,,,,,,,0.0,0.0,0.0,0.0,-83.38,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,3.8,0.154,0.395,1.086,0.0,,,5.0
RCLFU,2022-03-31,Common Stock,Rosecliff Acquisition I Corp,1833498.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,306763000.0,,185.47,,0.158,0.0,0.0,0.053,0.0,0.0,0.0,-0.0168,0.0,0.0,0.0,0.053,0.2339999999999999,0.0,,185.47,-,-,-,-,-,,10.29,9.7,9.83,9.93,0.0,,,5.0
DILAW,2021-06-30,Common Stock,DILA Capital Acquisition Corp. Warrant,1843608.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,0.66,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.73,0.109,0.0,0.0,0.0,,,5.0
GCI,2022-03-31,Common Stock,Gannett Co Inc,1579684.0,NYSE,USD,USA,MANUFACTURING,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,December,518932000.0,443438000.0,110.63,,3.61,0.0,0.0,0.032,23.48,0.0014,0.0819999999999999,0.0558,0.0065,3179076000.0,1306531000.0,0.032,0.0,-0.037,4.38,110.63,-,0.163,1.085,0.596,5.14,2.388,7.05,3.54,4.043,5.17,146591000.0,2019-11-12,2019-10-31,
RWLK,2022-03-31,Common Stock,Rewalk Robotics Ltd,1607962.0,NASDAQ,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",December,65635000.0,-15499000.0,,0.0,1.3630000000000002,0.0,0.0,-0.257,0.1009999999999999,-2.5380000000000003,-2.519,-0.106,-0.182,5526000.0,2903000.0,-0.257,0.0,-0.3339999999999999,3.5,-,-,11.88,0.643,0.716,2.179,2.75,2.78,0.85,1.043,1.227,62510000.0,2019-04-01,,
MLI,2022-03-31,Common Stock,Mueller Industries Inc,89439.0,NYSE,USD,USA,MANUFACTURING,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,December,3310605000.0,762143000.0,5.87,0.0,23.94,0.64,0.0168,9.92,70.66,0.142,0.181,0.246,0.5,3961199000.0,830356000.0,9.92,1.505,0.2339999999999999,100.0,5.87,-,0.836,2.259,0.752,3.663,1.103,62.54,38.45,54.6,53.45,56903000.0,2022-06-17,2022-06-02,
LBTYA,2022-03-31,Common Stock,Liberty Global PLC,1570585.0,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,December,12328707000.0,3063400000.0,1.009,1.61,49.43,0.0,0.0,23.52,15.99,1.51,0.0868,0.0091,0.685,8664700000.0,7293700000.0,23.52,-0.179,-0.47,36.68,1.009,34.97,1.423,0.458,2.856,1.494,1.167,30.58,21.41,24.08,26.83,175141000.0,,,5.0
TANNL,2022-03-31,Common Stock,TravelCenters of America LLC SR NT,1378453.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,December,1015007000.0,,35.79,0.0,,,0.1969999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.79,-,-,-,-,-,,25.9,23.86,25.61,25.91,0.0,2022-11-30,,5.0
FBIO,2022-03-31,Common Stock,Fortress Biotech Inc,1429260.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,110635000.0,-115651000.0,,-0.1,0.92,0.0,0.0,-0.863,0.977,-0.883,-2.339,-0.297,-0.86,81129000.0,-85658000.0,-0.863,0.0,1.065,9.42,-,-,1.364,0.957,0.0344,0.445,2.272,4.49,0.77,1.043,2.206,107413000.0,,,
LATGW,0000-00-00,Common Stock,LatAmGrowth SPAC Warrants,1868269.0,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.28,0.092,0.0,0.0,0.0,,,1.0
CUENW,2022-03-31,Common Stock,Cuentas Inc,1424657.0,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-GROCERIES & RELATED PRODUCTS,December,29180500.0,,,,,,,,0.19,0.0,-10.56,-0.8590000000000001,-92.51,541000.0,0.0,0.0,0.0,-0.457,,-,-,-,-,-,-,0.621,3.33,0.193,0.0,0.0,0.0,,,5.0
