ticker,LatestQuarter,AssetType,Name,CIK,Exchange,Currency,Country,Sector,Industry,FiscalYearEnd,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Block
IPAXU,2022-03-31,Common Stock,Inflection Point Acquisition Corp Unit,1844452.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,0.072,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,11.03,9.71,9.86,9.92,0.0,,,5.0
QSIAW,2022-03-31,Common Stock,Quantum-Si incorporated,1816431.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,1439027000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,4.36,0.461,0.0,0.0,0.0,,,5.0
NTST,2022-03-31,Common Stock,Netstreit Corp,1798100.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,1055775000.0,44178000.0,200.59,,17.84,0.8,0.0389,0.101,1.671,0.0626,0.121,0.0054,0.0063,68540000.0,52637000.0,0.101,0.7490000000000001,0.7879999999999999,26.22,200.59,-,15.4,1.124,18.68,28.9,,26.01,19.37,21.65,22.72,47922000.0,2022-06-15,2022-05-31,
IPAR,2022-03-31,Common Stock,Inter Parfums Inc,822663.0,NASDAQ,USD,USA,LIFE SCIENCES,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",December,2238378000.0,172208000.0,23.57,2.73,18.36,1.25,0.0285,2.982,29.36,0.102,0.173,0.0984,0.1639999999999999,931666000.0,487902000.0,2.982,0.264,0.263,97.0,23.57,25.19,2.403,3.889,2.341,12.1,1.038,107.69,66.17,78.57,85.57,31844900.0,2022-06-30,2022-06-14,
MCW,2022-03-31,Common Stock,Mister Car Wash Inc,1853513.0,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",December,3594014000.0,33695000.0,,,2.325,0.0,0.0,-0.039,2.767,-0.0139,-0.0251,-0.0056,-0.03,802268000.0,231985000.0,-0.039,0.222,0.25,17.11,-,26.04,4.48,4.905,6.27,98.38,,24.49,10.87,13.5,16.38,302272000.0,,,
IFF-W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMACW,2021-09-30,Common Stock,Maxpro Capital Acquisition Corp. Warrants,1874259.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,0.009,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.51,0.055,0.0,0.0,0.0,,,5.0
LXRX,2022-03-31,Common Stock,Lexicon Pharmaceuticals Inc,1062822.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,230375000.0,82529000.0,,-0.14,0.62,0.0,0.0,-0.614,0.002,0.0,-291.01,-0.34,-0.736,308000.0,-54748000.0,-0.614,-0.634,0.37,18.0,-,-,747.97,2.647,598.53,14.99,1.533,6.33,1.53,1.945,3.482,149594000.0,,,
KLAC,2022-03-31,Common Stock,KLA-Tencor Corporation,319201.0,NASDAQ,USD,USA,LIFE SCIENCES,OPTICAL INSTRUMENTS & LENSES,June,49793753000.0,3743849000.0,16.19,1.284,27.32,4.05,0.0116,20.6,57.03,0.364,0.393,0.193,0.8759999999999999,8650615000.0,4146569000.0,20.6,0.32,0.269,427.38,16.19,13.91,5.76,12.38,5.98,13.79,1.271,454.37,284.06,340.32,366.55,149235000.0,2022-06-01,2022-05-13,
DS-P-B,0000-00-00,Preferred Stock,Drive Shack Inc. Preferred Series B,1175483.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-EATING & DRINKING PLACES,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
THG,2022-03-31,Common Stock,The Hanover Insurance Group Inc,944695.0,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",December,5036383000.0,587600000.0,11.92,-23.25,79.57,2.9,0.0212,11.87,147.9,0.0817,0.108,0.0262,0.147,5276400000.0,1110900000.0,11.87,0.151,0.038,158.5,11.92,13.59,0.955,1.778,1.065,-,0.816,154.75,119.72,148.0,138.0,35590200.0,2022-06-24,2022-06-09,
FATP,2022-03-31,Common Stock,Fat Projects Acquisition Corp,1865045.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,143451000.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.91,9.7,9.88,9.83,11615000.0,,,
MOBQW,2022-03-31,Common Stock,Mobiquity Technologies Inc. Warrant,1084267.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,December,,,,,,,,-4.758,1.804,-2.638,-1.335,-0.406,-4.636,4949000.0,0.0,-4.758,0.0,-0.599,,-,-,-,-,-,-,1.023,0.915,0.0637,0.0,0.0,0.0,,,5.0
NET,2022-03-31,Common Stock,Cloudflare Inc,1477333.0,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,15450584000.0,-72052000.0,,66.22,1.5830000000000002,0.0,0.0,-0.8270000000000001,2.307,-0.358,-0.183,-0.0444,-0.397,730538000.0,509292000.0,-0.8270000000000001,0.0,0.537,112.95,-,2000,21.15,35.25,24.66,-,1.061,221.64,45.78,80.11,121.15,281269000.0,,,
SNMP,2022-03-31,Common Stock,Evolve Transition Infrastructure LP Unit,1362705.0,NYSE MKT,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,78959000.0,42348000.0,,-0.07,0.621,0.0,0.0,-1.362,0.603,-2.26,0.38,0.0443,0.0,57288000.0,42981000.0,-1.362,0.0,0.625,2.0,-,-,1.378,0.618,2.062,13.43,-0.176,1.93,0.3,0.527,0.721,148951000.0,2019-05-31,2019-05-21,
BBQ,2022-03-31,Common Stock,BBQ Holdings Inc,1021270.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,December,125520000.0,16460000.0,4.964,0.746,6.19,0.0,0.0,2.351,22.96,0.103,0.0351,0.0297,0.521,233307000.0,34242000.0,2.351,-0.125,0.72,26.0,4.964,10.44,0.538,2.008,0.877,4.776,1.765,19.75,10.75,13.69,14.16,10755800.0,,,
VPCBU,2022-03-31,Common Stock,VPC Impact Acquisition Holdings II,1840792.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,313336000.0,,41.61,,0.156,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.0,0.0,,41.61,-,-,-,-,-,,11.34,9.73,9.85,10.04,0.0,,,5.0
GGB,2022-03-31,Common Stock,Gerdau SA ADR,1073404.0,NYSE,USD,USA,TECHNOLOGY,GENERAL,December,9375987000.0,23516002000.0,2.891,0.0,24.79,3.31,0.0949,1.899,48.27,0.194,0.259,0.191,0.415,82332590000.0,20817360000.0,1.899,0.192,0.244,8.22,2.891,5.38,0.114,1.15,0.124,0.405,1.274,6.48,3.882,5.89,5.28,1707830000.0,2022-06-02,2022-05-17,
PRPB-U,0000-00-00,Common Stock,PRPB-U,1812667.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.95,9.75,0.0,0.0,0.0,,,1.0
VRE,2022-03-31,Common Stock,Veris Residential Inc,924901.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,1531937000.0,149705000.0,,,14.03,0.0,0.0,-1.597,3.841,-0.389,0.119,0.0055,-0.0657,349190000.0,177835000.0,-1.597,0.0,0.321,18.67,-,-,4.387,1.03,9.86,88.56,0.989,19.9,13.92,15.93,17.27,91031000.0,2020-07-24,2020-07-10,
VRT,2022-03-31,Common Stock,Vertiv Holdings Co,1674101.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,3800762000.0,446000000.0,5050.0,,3.867,0.01,0.001,0.002,13.96,0.0191,0.038,0.0199,0.0883,5056100000.0,1522700000.0,0.002,-0.478,0.053,15.31,5050,8.98,0.752,2.829,1.352,13.82,1.683,28.79,9.59,11.89,19.6,376686000.0,2021-12-16,2021-11-30,
IXAQ,2022-03-31,Common Stock,IX Acquisition Corp,1852019.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,283475000.0,,11.61,,0.002,0.0,0.0,0.8490000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8490000000000001,0.0,0.0,,11.61,-,-,-,-,-,,9.9,9.68,9.82,9.77,23000000.0,,,
PORT-WS,0000-00-00,Common Stock,PORT-WS,1865200.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
LMAO,2022-03-31,Common Stock,LMF Acquisition Opportunities Inc,1831868.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,132497000.0,,75.82,,0.387,0.0,0.0,0.134,0.0,0.0,0.0,-0.0132,0.0,0.0,0.0,0.134,0.469,0.0,,75.82,-,-,1.392,-,-,,12.16,9.81,10.14,10.05,10453500.0,,,
TOST,2022-03-31,Common Stock,Toast Inc,1650164.0,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,7667962000.0,,,,2.24,0.0,0.0,-1.345,5.37,-0.21,-0.162,-0.111,-0.54,1958000000.0,318000000.0,-1.345,0.0,0.897,23.54,-,-,3.916,6.88,3.446,-,,69.93,11.91,17.37,30.72,283335000.0,,,
QUBT,2022-03-31,Common Stock,Quantum Computing Inc,1758009.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,90240000.0,17837600.0,,,0.421,0.0,0.0,-1.081,0.001,0.0,-654.48,-0.933,-2.457,31240.0,0.0,-1.081,0.0,0.0,9.0,-,-,2888.61,2.735,-,-,3.65,10.43,1.42,2.071,3.859,29156800.0,2018-07-03,,
LOTZW,2022-03-31,Common Stock,CarLotz Inc,1759008.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,644509000.0,,,,,,,,29.06,-0.0585,-0.0529,0.0,-7.01,107999000.0,0.0,0.0,0.0,0.124,,-,-,-,-,-,-,,1.94,0.0658,0.0,0.0,0.0,,,5.0
CANG,2022-03-31,Common Stock,Cango Inc,1725123.0,NYSE,USD,China,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,427313000.0,182427000.0,22.81,,49.14,0.0,0.0452,0.135,25.17,0.036,-0.027,-0.0057,0.0188,3585624000.0,760291000.0,0.135,-0.915,-0.299,4.75,22.81,-,0.119,0.432,0.0412,4.575,0.738,4.381,1.414,2.895,3.417,138738000.0,2022-06-15,2022-05-24,
MBOT,2022-03-31,Common Stock,Microbot Medical Inc,883975.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,41795800.0,-7242000.0,,0.0,1.635,0.0,0.0,-1.704,0.0,0.0,0.0,-0.401,-0.7140000000000001,0.0,0.0,-1.704,0.0,0.0,20.0,-,-,-,2.397,-,-,4.003,9.6,4.31,5.7,6.17,7108100.0,2018-09-05,,
VHNAU,2022-03-31,Common Stock,Vahanna Tech Edge Acquisition I Corp Unit,1868640.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,0.004,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.15,9.87,10.05,10.05,0.0,,,5.0
RRAC,2022-03-31,Common Stock,Rigel Resource Acquisition Corp,1860879.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,373125000.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.46,9.75,9.94,9.91,30000000.0,,,
AXAC,2022-03-31,Common Stock,AXIOS Sustainable Growth,1898019.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,219225000.0,,,,0.046,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.03,9.94,9.99,9.99,17610000.0,,,
CRT,2022-03-31,Common Stock,Cross Timbers Royalty Trust,881787.0,NYSE,USD,USA,TECHNOLOGY,GENERAL,December,115620000.0,,15.8,0.0,0.535,1.22,0.0709,1.22,1.339,0.911,0.911,0.6940000000000001,1.376,8034800.0,7438600.0,1.22,0.621,0.44,,15.8,-,14.39,33.32,13.16,14.44,0.5329999999999999,21.0,9.12,16.07,14.13,6000000.0,2022-06-14,2022-05-27,
CTLT,2022-03-31,Common Stock,Catalent Inc,1596783.0,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,June,19116650000.0,1147000000.0,38.54,2.134,25.86,0.0,0.0,2.768,26.91,0.109,0.1689999999999999,0.0521,0.118,4703000000.0,1352000000.0,2.768,-0.381,0.209,138.15,38.54,24.04,4.065,3.785,4.434,19.15,1.426,142.64,86.34,100.96,115.23,179213000.0,,,
MEIP,2022-03-31,Common Stock,MEI Pharma Inc,1262104.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,June,75763000.0,-46165000.0,,20.6,0.509,0.0,0.0,-0.596,0.23,-2.039,-3.0580000000000003,-0.276,-0.994,27476000.0,-41127000.0,-0.596,0.0,0.195,5.15,-,-,2.757,0.807,1.392,1.916,1.27,3.55,0.41,0.539,1.984,133152000.0,,,
SRRA,2022-03-31,Common Stock,Sierra Oncology Inc,1290149.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,1340137000.0,-59330000.0,,-0.03,10.99,0.0,0.0,-6.59,0.016,0.0,0.0,-0.329,-0.565,200000.0,-59953000.0,-6.59,0.0,0.0,55.0,-,-,1876.69,5.11,2733.42,0.16,0.0154,55.17,14.91,51.43,31.25,24419300.0,2020-01-23,,
SYTAW,2020-06-30,Common Stock,Siyata Mobile Inc,1649009.0,NASDAQ,USD,USA,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,,,,,,,,,,0.0,-0.574,0.0,-0.228,0.0,0.0,0.0,0.0,0.0,0.474,,-,-,-,-,-,-,0.94,5.0,0.151,0.0,0.0,0.0,,,5.0
BECN,2022-03-31,Common Stock,Beacon Roofing Supply Inc,1124941.0,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,September,4269500000.0,749100000.0,16.27,1.65,25.41,0.0,0.0,3.795,104.91,0.0452,0.0809,0.0534,0.116,7388500000.0,1846400000.0,3.795,0.499,0.28,71.69,16.27,10.39,0.578,2.363,0.984,11.79,1.773,65.3,46.62,60.43,56.15,68742000.0,,,
GSQB-WS,0000-00-00,Common Stock,GSQB-WS,1849280.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
CNSP,2022-03-31,Common Stock,Cns Pharmaceuticals Inc,1729427.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,11477300.0,,,,0.37,0.0,0.0,-0.442,0.0,0.0,0.0,-0.569,-1.014,0.0,0.0,-0.442,0.0,0.0,5.33,-,-,-,0.746,-,0.0849,1.819,2.68,0.245,0.326,0.8,40032500.0,,,
LEV,2022-03-31,Common Stock,Lion Electric Corp,1834974.0,NYSE,USD,USA,TECHNOLOGY,GENERAL,December,979658000.0,1437100.0,,,1.989,0.0,0.0,-0.141,0.407,-0.339,-1.496,-0.191,-0.19,74132000.0,45460.0,-0.141,0.0,2.638,,-,-,13.22,2.69,12.55,-,,20.05,4.73,6.25,9.3,190003000.0,,,
PNTM-U,0000-00-00,Common Stock,Pontem Corporation,1830392.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.21,9.83,0.0,0.0,0.0,,,1.0
NBXG,0000-00-00,Common Stock,Neuberger Berman Next Generation Connectivity Fund Inc,1843181.0,NYSE,USD,USA,TECHNOLOGY,GENERAL,,,,,,,0.0,0.11,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,19.35,9.96,11.65,15.61,0.0,,2022-06-14,1.0
OPA-U,0000-00-00,Common Stock,OPA-U,1843121.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.17,9.56,0.0,0.0,0.0,,,1.0
CSCW,2021-06-30,Common Stock,Color Star Technology Co Ltd,1747661.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,June,28096900.0,,,,0.6970000000000001,0.0,0.0,-0.121,0.1,-1.214,-1.409,-0.135,-0.231,6784000.0,2644700.0,-0.121,0.0,-0.89,,-,-,4.142,0.342,3.853,-,2.797,1.25,0.11,0.152,0.441,187188000.0,,,
QSAM,2022-03-31,Common Stock,QSAM Biosciences Inc. Common Stock,1310527.0,NASDAQ,USD,USA,LIFE SCIENCES,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",December,8854600.0,,,,0.003,0.0,0.0,-9.81,-0.008,0.0,0.0,-4.033,-33.77,-191199.0,916670.0,-9.81,0.0,-0.222,,-,-,1.713,110.97,18.26,-,2.548,20.4,4.2,6.15,10.03,1686600.0,2020-09-10,,
BOTJ,2022-03-31,Common Stock,Bank of the James Financial Group,1275101.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,60064000.0,,7.61,0.0,12.78,0.28,0.0221,1.665,8.42,0.198,0.264,0.0085,0.125,39927000.0,38788000.0,1.665,0.184,0.124,,7.61,-,1.504,1.002,-,-,0.994,19.31,12.48,13.94,14.9,4740700.0,2022-06-17,2022-06-02,
MNTN,2022-03-31,Common Stock,Everest Consolidator Acquisition Corp,1863719.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,214978000.0,,,,0.002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.05,9.8,9.98,9.95,17250000.0,,,
FC,2022-02-28,Common Stock,Franklin Covey Company,886206.0,NYSE,USD,USA,TRADE & SERVICES,SERVICES-MANAGEMENT SERVICES,August,539723000.0,27680000.0,26.5,1.188,6.01,0.0,0.0,1.42,17.27,0.0825,0.0692,0.0491,0.279,245541000.0,172902000.0,1.42,0.718,0.175,65.5,26.5,32.68,2.198,6.26,2.065,17.97,1.651,52.52,30.27,40.24,43.55,14342900.0,,,
IVT,2022-03-31,Common Stock,Inventrust Properties Corp,1307748.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,1860602000.0,124959000.0,502.0,,23.51,0.797,0.0264,0.055,3.329,0.0182,0.191,0.0118,0.0026,232733000.0,160968000.0,0.055,1.801,0.15,32.0,502,113.64,7.99,1.165,11.35,22.75,-7.45,32.93,1.03,30.04,24.17,67389000.0,2022-04-15,2022-03-30,
ISOS-WS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZFL,2022-03-31,Common Stock,EzFill Holdings Inc,1817004.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,December,15421500.0,,,,0.725,0.0,0.0,-0.504,0.359,-1.404,-1.342,-0.557,-1.307,8052200.0,206680.0,-0.504,0.0,0.5379999999999999,3.75,-,-,1.915,0.529,0.0906,0.511,,5.49,0.364,0.6629999999999999,1.694,26312100.0,,,
LIXTW,2022-03-31,Common Stock,Lixte Biotechnology Holdings Inc,1335105.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,39486800.0,,,,,,,,0.0,0.0,0.0,-0.76,-341.57,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,-0.912,0.988,0.147,0.211,0.332,0.0,,,5.0
ZTS,2022-03-31,Common Stock,Zoetis Inc,1555280.0,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,76001878000.0,3246000000.0,37.05,2.992,9.88,1.075,0.0081,4.359,16.66,0.263,0.36,0.129,0.473,7891000000.0,5481000000.0,4.359,0.077,0.061,238.55,37.05,32.15,9.63,16.42,10.15,25.03,0.768,248.44,156.67,175.28,199.64,470629000.0,2022-09-01,2022-07-20,
BARK,2022-03-31,Common Stock,Original Bark Co,1819574.0,NYSE,USD,USA,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC",December,287506000.0,,,,1.238,0.0,0.0,-0.4370000000000001,3.248,-0.135,-0.186,-0.201,-1.157,507406000.0,282106000.0,-0.4370000000000001,0.0,0.148,8.0,-,-,0.567,1.773,-,-,,12.84,1.51,2.826,4.609,175309000.0,,,
DOMA,2022-03-31,Common Stock,Doma Holdings Inc,1722438.0,NYSE,USD,USA,FINANCE,TITLE INSURANCE,December,535772000.0,,,,0.962,0.0,0.0,-0.629,2.248,-0.279,-0.282,-0.182,-0.594,542454000.0,216126000.0,-0.629,0.0,-0.122,3.75,-,-,0.988,1.832,0.783,-,,9.74,1.28,1.837,4.412,324710000.0,,,
HRI,2022-03-31,Common Stock,Herc Holdings Inc,1364479.0,NYSE,USD,USA,TRADE & SERVICES,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,December,3332690000.0,897600000.0,13.61,0.5529999999999999,33.84,1.075,0.0184,8.19,73.69,0.114,0.185,0.0609,0.279,2186600000.0,688500000.0,8.19,0.7609999999999999,0.25,198.88,13.61,8.93,1.524,3.152,2.693,6.43,2.632,201.31,100.91,128.2,153.9,29889600.0,2022-06-10,2022-05-26,
SJM,2022-04-30,Common Stock,JM Smucker Company,91419.0,NYSE,USD,USA,MANUFACTURING,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES",April,13927092000.0,1661800000.0,22.03,4.123,75.72,3.96,0.0308,5.83,73.93,0.079,0.15,0.0465,0.0777,7998900000.0,2721200000.0,5.83,0.392,0.059,132.2,22.03,14.64,1.741,1.684,2.304,12.96,0.276,145.73,115.98,135.26,131.39,108458000.0,2022-06-01,2022-05-12,
SCE-P-J,0000-00-00,Preferred Stock,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,,NYSE,USD,USA,TECHNOLOGY,GENERAL,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
CHCI,2022-03-31,Common Stock,Comstock Holding Companies Inc,1299969.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,OPERATIVE BUILDERS,December,35283500.0,6105000.0,2.57,0.0,2.405,0.0,0.0,1.648,3.995,0.458,0.181,0.107,0.921,32984000.0,7657000.0,1.648,5.29,0.276,7.0,2.57,-,1.07,1.924,1.327,6.9,1.211,6.69,3.86,4.753,4.835,8111500.0,,,
OCN,2022-03-31,Common Stock,Ocwen Financial Corporation,873860.0,NYSE,USD,USA,FINANCE,MORTGAGE BANKERS & LOAN CORRESPONDENTS,December,247913000.0,487360000.0,3.794,-1.4,57.78,0.0,0.0,7.06,117.34,0.063,0.444,0.0259,0.139,1074068000.0,936472000.0,7.06,5.26,0.115,39.33,3.794,-,0.231,0.4,9.46,50.0,1.916,41.92,17.76,23.12,30.09,9250500.0,2020-08-14,1999-08-26,
BYTS,2022-03-31,Common Stock,BYTE Acquisition Corp,1842566.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,407447000.0,,35.58,,0.121,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,,35.58,-,-,1.323,-,-,,9.84,9.61,9.8,9.75,33399300.0,,,
LIAN,2022-03-31,Common Stock,LianBio ADR,1831283.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,298839000.0,,,,3.0860000000000003,0.0,0.0,-2.8960000000000004,0.0,0.0,0.0,-0.489,-0.527,0.0,0.0,-2.8960000000000004,0.0,0.0,15.78,-,-,-,0.805,-,0.603,,16.37,2.15,3.661,6.02,108275000.0,,,
EDAP,2022-03-31,Common Stock,EDAP TMS SA,1041934.0,NASDAQ,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,December,229912000.0,308000.0,3435.0,90.47,1.517,0.0,0.0,0.002,1.409,0.0061,-0.0419,-0.0189,0.0073,46761000.0,18422000.0,0.002,-0.622,0.262,11.41,3435.0,38.02,4.917,4.584,4.298,337.75,1.347,7.88,5.0,7.02,6.53,33466100.0,,,
HERAU,2022-03-31,Common Stock,FTAC Hera Acquisition Corp Unit,1842912.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,1062227000.0,,,,0.046,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.3,9.78,9.86,9.93,0.0,,,5.0
TRKAW,2022-03-31,Common Stock,Troika Media Group Inc,1021096.0,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,December,104493000.0,,,,,,,,0.999,-0.7240000000000001,-0.927,0.0,0.0,16057000.0,0.0,0.0,0.0,-0.541,,-,-,-,-,-,-,3.672,0.95,0.0621,0.0,0.0,0.0,,,5.0
TLK,2022-03-31,Common Stock,Telkom Indonesia (Persero) Tbk PT ADR Rep 100 B,1001807.0,NYSE,USD,USA,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),December,27261919000.0,,21.17,0.0,6.4,0.0,0.0306,1.3,0.0,0.172,0.0,0.102,0.238,0.0,89680000000000.0,1.3,0.017,0.037,35.9,21.17,16.26,2.845,3.217,0.0002,0.0004,0.196,31.99,19.69,30.58,28.59,990622000.0,2022-07-11,2021-06-11,
